tweet_id,created_at,name,full_text,dog_types,dog_breed,retweet_count,favorite_count,rating_numerator,rating_denominator,breed_confidence
810284430598270976,2016-12-18 00:43:57+00:00,Phil,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,,Malamute,13369,39640,13.0,10.0,0.620768
810254108431155201,2016-12-17 22:43:27+00:00,Gus,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",,Staffordshire Bullterrier,3901,16380,12.0,10.0,0.292556
809220051211603969,2016-12-15 02:14:29+00:00,Kyro,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,,Pomeranian,6554,22246,12.0,10.0,0.8195110000000001
809084759137812480,2016-12-14 17:16:53+00:00,Wallace,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h",,Vizsla,4046,14685,11.0,10.0,0.911412
808838249661788160,2016-12-14 00:57:20+00:00,Ito,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,,Rottweiler,3536,11271,13.0,10.0,0.36953
808501579447930884,2016-12-13 02:39:32+00:00,Koda,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px,,Airedale,3007,12595,12.0,10.0,0.454239
808001312164028416,2016-12-11 17:31:39+00:00,Cooper,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl,,Labrador Retriever,4098,14015,12.0,10.0,0.730959
807621403335917568,2016-12-10 16:22:02+00:00,Ollie,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,pupper,Golden Retriever,4288,16236,14.0,10.0,0.873233
807106840509214720,2016-12-09 06:17:20+00:00,Stephan,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,,Chihuahua,56625,107015,13.0,10.0,0.50537
807010152071229440,2016-12-08 23:53:08+00:00,Lennon,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX,,Golden Retriever,4418,14514,12.0,10.0,0.610807
806542213899489280,2016-12-07 16:53:43+00:00,Waffles,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h,,Vizsla,2752,11363,11.0,10.0,0.938617
805932879469572096,2016-12-06 00:32:26+00:00,Major,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8,,Norwegian Elkhound,2209,9178,12.0,10.0,0.657967
805826884734976000,2016-12-05 17:31:15+00:00,Duke,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18,,Siberian Husky,2132,7335,12.0,10.0,0.248926
805520635690676224,2016-12-04 21:14:20+00:00,Zeke,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,,Malinois,1905,6368,13.0,10.0,0.643147
805207613751304193,2016-12-04 00:30:29+00:00,Shooter,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9,,Pembroke,1972,8680,12.0,10.0,0.244705
804738756058218496,2016-12-02 17:27:25+00:00,Django,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ,,Tibetan Mastiff,4480,15326,12.0,10.0,0.91579
803773340896923648,2016-11-30 01:31:12+00:00,Diogi,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,puppo,Miniature Pinscher,3220,11203,12.0,10.0,0.817066
803276597545603072,2016-11-28 16:37:19+00:00,Winston,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL,,Pembroke,2887,11207,11.0,10.0,0.457086
802952499103731712,2016-11-27 19:09:28+00:00,Marley,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,,Chow,2336,10085,12.0,10.0,0.944032
802572683846291456,2016-11-26 18:00:13+00:00,Winnie,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,,Golden Retriever,2926,9959,12.0,10.0,0.610171
802239329049477120,2016-11-25 19:55:35+00:00,Loki,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,puppo,Eskimo Dog,3040,10132,12.0,10.0,0.482498
801958328846974976,2016-11-25 01:18:59+00:00,Ronnie,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,,Staffordshire Bullterrier,1992,8608,12.0,10.0,0.327887
801538201127157760,2016-11-23 21:29:33+00:00,Wallace,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,,Pembroke,2391,9141,12.0,10.0,0.550506
801167903437357056,2016-11-22 20:58:07+00:00,Milo,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,,Cocker Spaniel,6961,27386,13.0,10.0,0.74022
801115127852503040,2016-11-22 17:28:25+00:00,Bones,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,doggo|pupper,Dalmatian,2429,8992,12.0,10.0,0.823356
800751577355128832,2016-11-21 17:23:47+00:00,Mauve,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG,,Cocker Spaniel,3214,11701,12.0,10.0,0.771984
800513324630806528,2016-11-21 01:37:04+00:00,Chef,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,,Pembroke,3495,14685,11.0,10.0,0.8289040000000001
800388270626521089,2016-11-20 17:20:08+00:00,Doc,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,floofer,Golden Retriever,3265,12456,12.0,10.0,0.35986
800141422401830912,2016-11-20 00:59:15+00:00,Peaches,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,,Golden Retriever,2980,17092,13.0,10.0,0.938048
799757965289017345,2016-11-18 23:35:32+00:00,Sobe,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,doggo,Border Collie,2506,9390,13.0,10.0,0.442534
799422933579902976,2016-11-18 01:24:14+00:00,Longfellow,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly https://t.co/bpLuQuxzHZ,,Miniature Pinscher,2213,8965,12.0,10.0,0.58363
799297110730567681,2016-11-17 17:04:16+00:00,Jeffrey,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,,Malamute,3227,11065,11.0,10.0,0.985028
799063482566066176,2016-11-17 01:35:54+00:00,Mister,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,,Norfolk Terrier,2863,9058,11.0,10.0,0.334436
798933969379225600,2016-11-16 17:01:16+00:00,Iroh,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL,,Siberian Husky,5203,14712,12.0,10.0,0.703224
798925684722855936,2016-11-16 16:28:21+00:00,Shadow,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,,West Highland White Terrier,1663,8246,11.0,10.0,0.539463
798209839306514432,2016-11-14 17:03:50+00:00,Cooper,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,,Pekinese,2954,11548,13.0,10.0,0.524583
797545162159308800,2016-11-12 21:02:38+00:00,Cassie,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,,Pembroke,5656,16198,12.0,10.0,0.954089
797236660651966464,2016-11-12 00:36:46+00:00,Pancake,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,,Collie,7726,22328,12.0,10.0,0.767005
796865951799083009,2016-11-11 00:03:42+00:00,Tyr,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06,,Cardigan,2198,8564,12.0,10.0,0.8391290000000001
796759840936919040,2016-11-10 17:02:03+00:00,Romeo,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,,American Staffordshire Terrier,3562,13256,11.0,10.0,0.463996
796387464403357696,2016-11-09 16:22:22+00:00,Snicku,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,,Pekinese,4861,12334,12.0,10.0,0.461164
796149749086875649,2016-11-09 00:37:46+00:00,Ruby,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,,Golden Retriever,16628,36177,11.0,10.0,0.600276
796080075804475393,2016-11-08 20:00:55+00:00,Yogi,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,,Chow,2703,9469,12.0,10.0,0.973846
796031486298386433,2016-11-08 16:47:50+00:00,Daisy,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,,Golden Retriever,4284,12071,13.0,10.0,0.893775
795400264262053889,2016-11-06 22:59:35+00:00,Brody,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,,Golden Retriever,3323,11270,12.0,10.0,0.925494
794332329137291264,2016-11-04 00:15:59+00:00,Nimbus,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,,Samoyed,3088,10686,12.0,10.0,0.988307
793962221541933056,2016-11-02 23:45:19+00:00,Maximus,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,,Labrador Retriever,5711,18910,12.0,10.0,0.8616510000000001
793845145112371200,2016-11-02 16:00:06+00:00,Clark,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,,Old English Sheepdog,2187,10295,13.0,10.0,0.7652770000000001
793601777308463104,2016-11-01 23:53:02+00:00,Dobby,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,,Miniature Pinscher,1908,8926,12.0,10.0,0.538981
793500921481273345,2016-11-01 17:12:16+00:00,Fiona,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,,Golden Retriever,2786,11953,12.0,10.0,0.3261219999999999
793286476301799424,2016-11-01 03:00:09+00:00,Moreton,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,,Afghan Hound,10723,27597,13.0,10.0,0.2746369999999999
793271401113350145,2016-11-01 02:00:14+00:00,Dave,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,,Siberian Husky,2763,9677,12.0,10.0,0.2316949999999999
793241302385262592,2016-11-01 00:00:38+00:00,Tucker,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,,Golden Retriever,3812,11780,13.0,10.0,0.559308
793226087023144960,2016-10-31 23:00:11+00:00,Juno,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",,Wire-Haired Fox Terrier,3338,11001,11.0,10.0,0.456047
793195938047070209,2016-10-31 21:00:23+00:00,Lily,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,puppo,Labrador Retriever,6547,17063,12.0,10.0,0.654762
793180763617361921,2016-10-31 20:00:05+00:00,Newt,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,,Lakeland Terrier,2310,7740,11.0,10.0,0.266824
793165685325201412,2016-10-31 19:00:10+00:00,Benji,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,,Golden Retriever,3238,10478,12.0,10.0,0.946224
793150605191548928,2016-10-31 18:00:14+00:00,Nida,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,,Italian Greyhound,1984,6909,11.0,10.0,0.193869
793120401413079041,2016-10-31 16:00:13+00:00,Robin,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",,Labrador Retriever,4551,14202,11.0,10.0,0.7249439999999999
792773781206999040,2016-10-30 17:02:53+00:00,Monster,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,,Yorkshire Terrier,1963,8209,12.0,10.0,0.912804
792394556390137856,2016-10-29 15:55:58+00:00,BeBe,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,,Cocker Spaniel,4998,15128,12.0,10.0,0.746387
792050063153438720,2016-10-28 17:07:05+00:00,Remus,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,,Komondor,2088,8029,11.0,10.0,0.942856
791406955684368384,2016-10-26 22:31:36+00:00,Levi,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,,Pembroke,4797,14670,12.0,10.0,0.972629
791312159183634433,2016-10-26 16:14:55+00:00,Mabel,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,,Miniature Pinscher,2963,9841,12.0,10.0,0.892925
790987426131050500,2016-10-25 18:44:32+00:00,Misty,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,,Cocker Spaniel,2483,11089,12.0,10.0,0.349195
790698755171364864,2016-10-24 23:37:28+00:00,Mosby,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,,Bernese Mountain Dog,2203,9158,12.0,10.0,0.996541
790337589677002753,2016-10-23 23:42:19+00:00,Maggie,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,,Pembroke,2167,8740,12.0,10.0,0.658808
790277117346975746,2016-10-23 19:42:02+00:00,Bruce,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,,Labrador Retriever,3732,14081,11.0,10.0,0.427742
789986466051088384,2016-10-23 00:27:05+00:00,Happy,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,,Golden Retriever,2704,10369,12.0,10.0,0.0785304999999999
789628658055020548,2016-10-22 00:45:17+00:00,Eli,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI,,Chow,2080,8448,13.0,10.0,0.260702
789599242079838210,2016-10-21 22:48:24+00:00,Brownie,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,,Chesapeake Bay Retriever,2279,7620,12.0,10.0,0.8788219999999999
789530877013393408,2016-10-21 18:16:44+00:00,Rizzy,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,,Schipperke,3942,13188,12.0,10.0,0.363272
789268448748703744,2016-10-21 00:53:56+00:00,Stella,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,,Malamute,3014,10196,10.0,10.0,0.81286
789137962068021249,2016-10-20 16:15:26+00:00,Bo,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,,Chihuahua,3244,10875,12.0,10.0,0.746135
788765914992902144,2016-10-19 15:37:03+00:00,Butter,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,,Cocker Spaniel,12014,30658,12.0,10.0,0.500509
788412144018661376,2016-10-18 16:11:17+00:00,Dexter,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,,Golden Retriever,5990,16060,11.0,10.0,0.805238
788150585577050112,2016-10-17 22:51:57+00:00,Leo,This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,,Chow,1510,6865,13.0,10.0,0.814145
787810552592695296,2016-10-17 00:20:47+00:00,Frank,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,,Pug,3540,9717,11.0,10.0,0.362835
787717603741622272,2016-10-16 18:11:26+00:00,Tonks,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,puppo,German Shepherd,3240,11416,13.0,10.0,0.992339
787397959788929025,2016-10-15 21:01:17+00:00,Moose,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,,Chihuahua,3300,12120,11.0,10.0,0.900483
786963064373534720,2016-10-14 16:13:10+00:00,Rory,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,,Golden Retriever,9327,29725,12.0,10.0,0.915303
786709082849828864,2016-10-13 23:23:56+00:00,Logan,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",,Pomeranian,7069,20296,75.0,10.0,0.467321
786595970293370880,2016-10-13 15:54:28+00:00,Dale,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,,Pembroke,3601,10497,11.0,10.0,0.709512
786363235746385920,2016-10-13 00:29:39+00:00,Rizzo,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,doggo,Golden Retriever,4072,12189,13.0,10.0,0.929266
786233965241827333,2016-10-12 15:55:59+00:00,Mattie,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,,Labrador Retriever,5571,17178,11.0,10.0,0.478193
785872687017132033,2016-10-11 16:00:24+00:00,Rusty,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,,Great Pyrenees,2130,7489,12.0,10.0,0.392108
785533386513321988,2016-10-10 17:32:08+00:00,Dallas,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,,Miniature Pinscher,2334,10183,11.0,10.0,0.4360229999999999
784826020293709826,2016-10-08 18:41:19+00:00,Rusty,This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,,Chow,3712,11310,13.0,10.0,0.0903414
784517518371221505,2016-10-07 22:15:26+00:00,Frankie,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,,Malamute,2970,10039,11.0,10.0,0.757764
784431430411685888,2016-10-07 16:33:21+00:00,Stormy,This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,,Miniature Poodle,1491,6329,12.0,10.0,0.744819
783821107061198850,2016-10-06 00:08:09+00:00,Mairi,This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,,Lakeland Terrier,2269,8209,12.0,10.0,0.265659
783695101801398276,2016-10-05 15:47:27+00:00,Loomis,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,,Chow,3737,11650,12.0,10.0,0.314265
783466772167098368,2016-10-05 00:40:09+00:00,Finn,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,,Chihuahua,2608,9468,11.0,10.0,0.789
783391753726550016,2016-10-04 19:42:03+00:00,Godi,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,,Norwegian Elkhound,6441,18908,13.0,10.0,0.87713
783334639985389568,2016-10-04 15:55:06+00:00,Dave,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,,Cardigan,13616,32651,12.0,10.0,0.593858
783085703974514689,2016-10-03 23:25:55+00:00,Earl,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,,Chesapeake Bay Retriever,2565,9112,11.0,10.0,0.240602
782747134529531904,2016-10-03 01:00:34+00:00,Deacon,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,doggo,Golden Retriever,1604,8310,11.0,10.0,0.560699
782722598790725632,2016-10-02 23:23:04+00:00,Penny,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",,Irish Setter,6238,19250,10.0,10.0,0.574557
782598640137187329,2016-10-02 15:10:30+00:00,Timmy,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,,Malamute,2184,8694,11.0,10.0,0.8408709999999999
782305867769217024,2016-10-01 19:47:08+00:00,Sampson,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,doggo,Briard,6470,18630,12.0,10.0,0.5044270000000001
781251288990355457,2016-09-28 21:56:36+00:00,Oakley,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,,Mexican Hairless,2458,9428,11.0,10.0,0.8877709999999999
780858289093574656,2016-09-27 19:54:58+00:00,Dash,"This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",,Chesapeake Bay Retriever,2328,8033,10.0,10.0,0.488555
780800785462489090,2016-09-27 16:06:28+00:00,Koda,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,,Siberian Husky,1505,6141,11.0,10.0,0.951963
780601303617732608,2016-09-27 02:53:48+00:00,Hercules,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,,Saint Bernard,3839,13525,12.0,10.0,0.995143
780459368902959104,2016-09-26 17:29:48+00:00,Bear,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",,Great Dane,1224,5892,11.0,10.0,0.3824909999999999
779834332596887552,2016-09-25 00:06:08+00:00,Scout,This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,,Golden Retriever,8237,21252,11.0,10.0,0.99383
779123168116150273,2016-09-23 01:00:13+00:00,Reggie,This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,,Toy Poodle,4207,13206,12.0,10.0,0.43108
778990705243029504,2016-09-22 16:13:51+00:00,Jay,This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,,Cocker Spaniel,8437,22342,11.0,10.0,0.7153510000000001
778748913645780993,2016-09-22 00:13:04+00:00,Mya,"This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",,Staffordshire Bullterrier,1562,7717,11.0,10.0,0.351434
778650543019483137,2016-09-21 17:42:10+00:00,Strider,"Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",,German Shepherd,1729,6430,10.0,10.0,0.515699
778624900596654080,2016-09-21 16:00:17+00:00,Penny,This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,,Airedale,1176,5177,11.0,10.0,0.786089
778383385161035776,2016-09-21 00:00:35+00:00,Nala,This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,,Collie,1271,6515,13.0,10.0,0.3452659999999999
778286810187399168,2016-09-20 17:36:50+00:00,Stanley,This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,,Boston Bull,3836,11576,11.0,10.0,0.3220699999999999
778027034220126208,2016-09-20 00:24:34+00:00,Sophie,This is Sophie. She's a Jubilant Bush Pupper. Super h*ckin rare. Appears at random just to smile at the locals. 11.27/10 would smile back https://t.co/QFaUiIHxHq,pupper,Clumber,1885,7320,27.0,10.0,0.946718
777885040357281792,2016-09-19 15:00:20+00:00,Wesley,This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,,Afghan Hound,1893,7078,3.0,10.0,0.123529
777621514455814149,2016-09-18 21:33:11+00:00,Derek,This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,,Chow,2910,9742,12.0,10.0,0.999823
777189768882946048,2016-09-17 16:57:35+00:00,Jeffrey,This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,,Chihuahua,4999,15921,12.0,10.0,0.988412
776813020089548800,2016-09-16 16:00:31+00:00,Solomon,Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,,Toy Poodle,1405,5444,12.0,10.0,0.51661
776477788987613185,2016-09-15 17:48:25+00:00,Huck,This is Huck. He's addicted to caffeine. Hope it's not too latte to seek help. 11/10 stay strong pupper https://t.co/iJE3F0VozW,pupper,Labrador Retriever,3249,9858,11.0,10.0,0.8848389999999999
776201521193218049,2016-09-14 23:30:38+00:00,O,This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,,Rottweiler,2919,10681,10.0,10.0,0.502228
775842724423557120,2016-09-13 23:44:54+00:00,Blue,This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,,Chow,3116,13022,12.0,10.0,0.520022
775364825476165632,2016-09-12 16:05:54+00:00,Finley,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,doggo,Beagle,3472,8295,11.0,10.0,0.571229
775085132600442880,2016-09-11 21:34:30+00:00,Tucker,This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,,Chow,5488,17281,13.0,10.0,0.316565
